"id","year","state_abbr","offense_code","offense_name","agencies","population","total_male","total_female","m_0_9","m_10_12","m_13_14","m_15","m_16","m_17","f_0_9","f_10_12","f_13_14","f_15","f_16","f_17","race_agencies","race_population","white","black","asian_pacific_islander","american_indian"
762,2005,,"ASR_FOR","Forgery and Counterfeiting",11791,230188113,2206,1031,13,42,231,305,612,1003,6,19,87,127,252,540,11212,227823799,2367,753,51,18
763,2005,,"ASR_FRD","Fraud",11791,230188113,3972,2173,35,97,556,539,1058,1687,39,50,309,294,519,962,11212,227823799,3895,2063,66,32
764,2005,,"ASR_GAM","Gambling",11791,230188113,1448,35,1,18,183,264,391,591,,,5,9,7,14,11212,227823799,110,1358,14,
765,2005,,"ASR_HOM","Murder and Nonnegligent Homicide",11791,230188113,873,95,,8,79,136,222,428,,2,12,18,27,36,11212,227823799,408,527,10,18
766,2005,,"ASR_LIQ","Liquor Laws",11791,230188113,62111,34915,86,298,4203,8693,17632,31199,30,294,4188,6475,9967,13961,11212,227823799,88037,4558,916,2673
767,2005,,"ASR_LRC","Larceny",11791,230188113,133365,96332,1570,12082,34463,25971,29007,30272,556,6835,25398,19921,21902,21720,11212,227823799,156521,63988,4263,3330
768,2005,,"ASR_MAN","Manslaughter by Negligence",11791,230188113,56,12,,2,8,8,11,27,,,2,1,1,8,11212,227823799,54,13,,1
769,2005,,"ASR_MVT","Motor Vehicle Theft",11791,230188113,24064,4929,75,603,4802,5611,6493,6480,11,130,1170,1288,1251,1079,11212,227823799,15352,12642,465,367
770,2005,,"ASR_OTH","All Other Offenses",11791,230188113,207735,78435,1947,9871,40685,40754,51682,62796,530,3688,19021,17939,18784,18473,11212,227823799,201758,74177,4184,3691
771,2005,,"ASR_PRS","Prostitution and Commercialized Vice",11791,230188113,323,896,4,4,32,40,80,163,7,6,112,141,246,384,11212,227823799,504,682,20,9
772,2005,,"ASR_ROB","Robbery",11791,230188113,20260,2096,65,695,3857,4314,5463,5866,8,83,472,485,485,563,11212,227823799,6795,15108,292,105
773,2005,,"ASR_RPE","Rape",11791,230188113,3019,69,12,309,793,513,614,778,1,9,22,13,14,10,11212,227823799,1947,1054,19,31
774,2005,,"ASR_RUN","Runaway",11791,230188113,36879,50979,437,2605,9824,8960,9506,5547,294,2183,14940,13674,12926,6962,11212,227823799,61930,20513,3502,1623
775,2005,,"ASR_SEX","Sex Offenses",11791,230188113,11732,1189,289,1693,3909,1995,1922,1924,38,150,387,224,218,172,11212,227823799,9041,3431,117,111
776,2005,,"ASR_STP","Stolen Property",11791,230188113,14254,2851,73,612,2909,2855,3728,4077,13,133,630,559,714,802,11212,227823799,9300,7253,202,156
777,2005,,"ASR_SUS","Suspicion",11791,230188113,286,114,1,13,49,57,70,96,1,4,29,22,23,35,11212,227823799,253,144,1,2
778,2005,,"ASR_VAG","Vagrancy",11791,230188113,2530,929,3,112,640,616,728,431,2,44,291,244,243,105,11212,227823799,2735,686,26,12
779,2005,,"ASR_VAN","Vandalism",11791,230188113,69540,11104,1629,7961,19283,13123,14003,13541,200,1304,3337,2008,2144,2111,11212,227823799,62294,15727,888,992
780,2005,,"ASR_WEAP","Weapons",11791,230188113,30772,3696,328,2442,7427,5890,6886,7799,19,344,1188,832,721,592,11212,227823799,20944,12715,420,267
721,2004,,"ASR_ARSON","Arson",11441,222125207,4983,786,336,1080,1641,807,649,470,36,123,333,139,98,57,11074,221052350,4510,1094,77,59
722,2004,,"ASR_AST","Aggravated Assault",11441,222125207,34518,10710,527,3151,8294,6253,7632,8661,75,813,3009,2300,2325,2188,11074,221052350,26224,17857,521,502
723,2004,,"ASR_AST_SMP","Simple Assault",11441,222125207,125957,63132,2316,15962,36002,22912,24871,23894,460,6030,20021,13328,12656,10637,11074,221052350,112966,71469,2245,1925
724,2004,,"ASR_BRG","Burglary",11441,222125207,53797,7074,811,4378,13606,10373,11936,12693,131,641,1878,1402,1575,1447,11074,221052350,42429,16893,710,725
725,2004,,"ASR_CUR","Curfew and Loitering Law Violations",11441,222125207,69708,31375,300,3421,15671,15391,19463,15462,100,1536,8365,7559,8190,5625,11074,221052350,66567,32353,1359,689
726,2004,,"ASR_DIS","Disorderly Conduct",11441,222125207,101480,48888,1134,10703,29232,19813,20673,19925,264,4544,16542,10832,9486,7220,11074,221052350,91306,55841,1233,1684
727,2004,,"ASR_DRG","Drug Abuse Violations",11441,222125207,119510,25003,261,2159,16468,20584,32679,47359,38,687,5135,4834,6084,8225,11074,221052350,102302,39400,1298,1211
728,2004,,"ASR_DRK","Drunkenness",11441,222125207,9659,2907,57,77,832,1386,2277,5030,8,47,493,600,711,1048,11074,221052350,11198,999,101,245
729,2004,,"ASR_DUI","Drive Under the Influence",11441,222125207,11449,3052,82,16,138,436,2805,7972,16,3,64,130,862,1977,11074,221052350,13489,533,170,239
730,2004,,"ASR_EMB","Embezzlement",11441,222125207,477,299,6,5,18,32,112,304,2,2,7,19,79,190,11074,221052350,522,222,20,10
731,2004,,"ASR_FAM","Offenses Against the Family and Children",11441,222125207,2883,1718,78,267,685,533,598,722,29,117,483,363,396,330,11074,221052350,3372,1144,24,48
732,2004,,"ASR_FOR","Forgery and Counterfeiting",11441,222125207,2412,1270,13,76,293,343,613,1074,17,34,120,162,311,626,11074,221052350,2855,724,54,37
733,2004,,"ASR_FRD","Fraud",11441,222125207,3617,2080,42,118,476,564,899,1518,45,58,269,298,537,873,11074,221052350,3881,1656,85,53
734,2004,,"ASR_GAM","Gambling",11441,222125207,1163,41,11,11,149,207,327,458,1,3,9,6,9,13,11074,221052350,158,1033,13,
735,2004,,"ASR_HOM","Murder and Nonnegligent Homicide",11441,222125207,751,78,1,6,71,114,242,317,1,2,17,14,14,30,11074,221052350,384,423,11,7
736,2004,,"ASR_LIQ","Liquor Laws",11441,222125207,62709,34335,104,331,4747,8765,17773,30989,28,404,4424,6506,9694,13279,11074,221052350,88473,4450,1150,2548
737,2004,,"ASR_LRC","Larceny",11441,222125207,143108,102582,1907,14297,38017,27233,29754,31900,584,8220,28659,20724,22775,21620,11074,221052350,169347,67044,4893,3483
738,2004,,"ASR_MAN","Manslaughter by Negligence",11441,222125207,55,28,,,4,6,20,25,,3,6,3,6,10,11074,221052350,72,10,1,
739,2004,,"ASR_MVT","Motor Vehicle Theft",11441,222125207,24034,4953,58,619,4973,5647,6404,6333,4,163,1312,1225,1192,1057,11074,221052350,16368,11653,529,378
740,2004,,"ASR_OTH","All Other Offenses",11441,222125207,204024,78262,2392,11098,41267,38553,50406,60308,760,3979,20158,17053,18547,17765,11074,221052350,206562,67100,4190,3546
741,2004,,"ASR_PRS","Prostitution and Commercialized Vice",11441,222125207,377,933,4,8,31,50,102,182,5,5,103,143,256,421,11074,221052350,588,685,22,13
